"","Expertos","Capitulos","Animes","Edad","Mujer","CantCaps","Scoremyanimelist","NEscenasCombate","NescenasEmocionantes","CalidadAnimacion","DuracionCapituloMin","RatingTV","Eleccion"
"939.11.4",939,11,4,49,0,113,8.04,0,1,9,44,25,0
"939.12.1",939,12,1,49,0,575,8.15,11,5,5,37,7,0
"939.12.2",939,12,2,49,0,720,8.18,8,3,1,43,37,1
"939.12.3",939,12,3,49,0,148,9.07,11,0,7,59,5,0
"939.12.4",939,12,4,49,0,113,8.04,2,0,2,30,38,0
"940.1.1",940,1,1,36,1,575,8.15,1,6,7,37,5,0
"940.1.2",940,1,2,36,1,720,8.18,3,2,7,35,31,1
"940.1.3",940,1,3,36,1,148,9.07,14,3,8,57,36,0
"940.1.4",940,1,4,36,1,113,8.04,2,3,3,57,17,0
"940.2.1",940,2,1,36,1,575,8.15,8,0,2,50,30,0
"940.2.2",940,2,2,36,1,720,8.18,4,3,4,42,19,0
"940.2.3",940,2,3,36,1,148,9.07,2,5,3,46,35,1
"940.2.4",940,2,4,36,1,113,8.04,12,1,5,38,17,0
"940.3.1",940,3,1,36,1,575,8.15,10,5,3,54,34,1
"940.3.2",940,3,2,36,1,720,8.18,10,2,7,42,11,0
"940.3.3",940,3,3,36,1,148,9.07,8,4,9,46,6,0
"940.3.4",940,3,4,36,1,113,8.04,3,2,2,42,8,0
"940.4.1",940,4,1,36,1,575,8.15,14,4,2,43,22,0
"940.4.2",940,4,2,36,1,720,8.18,14,3,2,37,24,0
"940.4.3",940,4,3,36,1,148,9.07,10,2,8,43,37,1
"940.4.4",940,4,4,36,1,113,8.04,10,0,8,43,6,0
"940.5.1",940,5,1,36,1,575,8.15,7,6,4,49,8,0
"940.5.2",940,5,2,36,1,720,8.18,9,4,2,56,17,0
"940.5.3",940,5,3,36,1,148,9.07,14,4,5,30,27,0
"940.5.4",940,5,4,36,1,113,8.04,12,2,7,55,16,1
"940.6.1",940,6,1,36,1,575,8.15,3,4,4,34,22,1
"940.6.2",940,6,2,36,1,720,8.18,0,1,8,51,18,0
"940.6.3",940,6,3,36,1,148,9.07,12,1,7,35,15,0
"940.6.4",940,6,4,36,1,113,8.04,12,3,8,47,29,0
"940.7.1",940,7,1,36,1,575,8.15,5,6,4,32,34,1
"940.7.2",940,7,2,36,1,720,8.18,5,2,4,42,22,0
"940.7.3",940,7,3,36,1,148,9.07,2,3,1,34,6,0
"940.7.4",940,7,4,36,1,113,8.04,9,3,8,51,5,0
"940.8.1",940,8,1,36,1,575,8.15,4,6,4,54,6,0
"940.8.2",940,8,2,36,1,720,8.18,8,5,2,34,5,0
"940.8.3",940,8,3,36,1,148,9.07,10,2,5,57,38,0
"940.8.4",940,8,4,36,1,113,8.04,10,3,8,40,28,1
"940.9.1",940,9,1,36,1,575,8.15,6,5,5,37,14,0
"940.9.2",940,9,2,36,1,720,8.18,9,6,8,54,12,1
"940.9.3",940,9,3,36,1,148,9.07,5,6,6,32,18,0
"940.9.4",940,9,4,36,1,113,8.04,0,5,2,33,23,0
"940.10.1",940,10,1,36,1,575,8.15,5,2,4,41,26,1
"940.10.2",940,10,2,36,1,720,8.18,11,1,3,41,11,0
"940.10.3",940,10,3,36,1,148,9.07,5,1,3,40,18,0
"940.10.4",940,10,4,36,1,113,8.04,0,6,9,49,37,0
"940.11.1",940,11,1,36,1,575,8.15,2,3,4,36,13,0
"940.11.2",940,11,2,36,1,720,8.18,3,3,7,42,10,0
"940.11.3",940,11,3,36,1,148,9.07,10,6,3,57,33,1
"940.11.4",940,11,4,36,1,113,8.04,0,1,9,44,25,0
"940.12.1",940,12,1,36,1,575,8.15,11,5,5,37,7,0
"940.12.2",940,12,2,36,1,720,8.18,8,3,1,43,37,1
"940.12.3",940,12,3,36,1,148,9.07,11,0,7,59,5,0
"940.12.4",940,12,4,36,1,113,8.04,2,0,2,30,38,0
"941.1.1",941,1,1,42,0,575,8.15,1,6,7,37,5,0
"941.1.2",941,1,2,42,0,720,8.18,3,2,7,35,31,1
"941.1.3",941,1,3,42,0,148,9.07,14,3,8,57,36,0
"941.1.4",941,1,4,42,0,113,8.04,2,3,3,57,17,0
"941.2.1",941,2,1,42,0,575,8.15,8,0,2,50,30,0
"941.2.2",941,2,2,42,0,720,8.18,4,3,4,42,19,0
"941.2.3",941,2,3,42,0,148,9.07,2,5,3,46,35,1
"941.2.4",941,2,4,42,0,113,8.04,12,1,5,38,17,0
"941.3.1",941,3,1,42,0,575,8.15,10,5,3,54,34,1
"941.3.2",941,3,2,42,0,720,8.18,10,2,7,42,11,0
"941.3.3",941,3,3,42,0,148,9.07,8,4,9,46,6,0
"941.3.4",941,3,4,42,0,113,8.04,3,2,2,42,8,0
"941.4.1",941,4,1,42,0,575,8.15,14,4,2,43,22,0
"941.4.2",941,4,2,42,0,720,8.18,14,3,2,37,24,0
"941.4.3",941,4,3,42,0,148,9.07,10,2,8,43,37,1
"941.4.4",941,4,4,42,0,113,8.04,10,0,8,43,6,0
"941.5.1",941,5,1,42,0,575,8.15,7,6,4,49,8,0
"941.5.2",941,5,2,42,0,720,8.18,9,4,2,56,17,0
"941.5.3",941,5,3,42,0,148,9.07,14,4,5,30,27,0
"941.5.4",941,5,4,42,0,113,8.04,12,2,7,55,16,1
"941.6.1",941,6,1,42,0,575,8.15,3,4,4,34,22,1
"941.6.2",941,6,2,42,0,720,8.18,0,1,8,51,18,0
"941.6.3",941,6,3,42,0,148,9.07,12,1,7,35,15,0
"941.6.4",941,6,4,42,0,113,8.04,12,3,8,47,29,0
"941.7.1",941,7,1,42,0,575,8.15,5,6,4,32,34,1
"941.7.2",941,7,2,42,0,720,8.18,5,2,4,42,22,0
"941.7.3",941,7,3,42,0,148,9.07,2,3,1,34,6,0
"941.7.4",941,7,4,42,0,113,8.04,9,3,8,51,5,0
"941.8.1",941,8,1,42,0,575,8.15,4,6,4,54,6,0
"941.8.2",941,8,2,42,0,720,8.18,8,5,2,34,5,0
"941.8.3",941,8,3,42,0,148,9.07,10,2,5,57,38,0
"941.8.4",941,8,4,42,0,113,8.04,10,3,8,40,28,1
"941.9.1",941,9,1,42,0,575,8.15,6,5,5,37,14,0
"941.9.2",941,9,2,42,0,720,8.18,9,6,8,54,12,1
"941.9.3",941,9,3,42,0,148,9.07,5,6,6,32,18,0
"941.9.4",941,9,4,42,0,113,8.04,0,5,2,33,23,0
"941.10.1",941,10,1,42,0,575,8.15,5,2,4,41,26,1
"941.10.2",941,10,2,42,0,720,8.18,11,1,3,41,11,0
"941.10.3",941,10,3,42,0,148,9.07,5,1,3,40,18,0
"941.10.4",941,10,4,42,0,113,8.04,0,6,9,49,37,0
"941.11.1",941,11,1,42,0,575,8.15,2,3,4,36,13,0
"941.11.2",941,11,2,42,0,720,8.18,3,3,7,42,10,0
"941.11.3",941,11,3,42,0,148,9.07,10,6,3,57,33,1
"941.11.4",941,11,4,42,0,113,8.04,0,1,9,44,25,0
"941.12.1",941,12,1,42,0,575,8.15,11,5,5,37,7,0
"941.12.2",941,12,2,42,0,720,8.18,8,3,1,43,37,1
"941.12.3",941,12,3,42,0,148,9.07,11,0,7,59,5,0
"941.12.4",941,12,4,42,0,113,8.04,2,0,2,30,38,0
"942.1.1",942,1,1,43,1,575,8.15,1,6,7,37,5,0
"942.1.2",942,1,2,43,1,720,8.18,3,2,7,35,31,1
"942.1.3",942,1,3,43,1,148,9.07,14,3,8,57,36,0
"942.1.4",942,1,4,43,1,113,8.04,2,3,3,57,17,0
"942.2.1",942,2,1,43,1,575,8.15,8,0,2,50,30,0
"942.2.2",942,2,2,43,1,720,8.18,4,3,4,42,19,0
"942.2.3",942,2,3,43,1,148,9.07,2,5,3,46,35,1
"942.2.4",942,2,4,43,1,113,8.04,12,1,5,38,17,0
"942.3.1",942,3,1,43,1,575,8.15,10,5,3,54,34,1
"942.3.2",942,3,2,43,1,720,8.18,10,2,7,42,11,0
"942.3.3",942,3,3,43,1,148,9.07,8,4,9,46,6,0
"942.3.4",942,3,4,43,1,113,8.04,3,2,2,42,8,0
"942.4.1",942,4,1,43,1,575,8.15,14,4,2,43,22,0
"942.4.2",942,4,2,43,1,720,8.18,14,3,2,37,24,0
"942.4.3",942,4,3,43,1,148,9.07,10,2,8,43,37,1
"942.4.4",942,4,4,43,1,113,8.04,10,0,8,43,6,0
"942.5.1",942,5,1,43,1,575,8.15,7,6,4,49,8,0
"942.5.2",942,5,2,43,1,720,8.18,9,4,2,56,17,0
"942.5.3",942,5,3,43,1,148,9.07,14,4,5,30,27,0
"942.5.4",942,5,4,43,1,113,8.04,12,2,7,55,16,1
"942.6.1",942,6,1,43,1,575,8.15,3,4,4,34,22,1
"942.6.2",942,6,2,43,1,720,8.18,0,1,8,51,18,0
"942.6.3",942,6,3,43,1,148,9.07,12,1,7,35,15,0
"942.6.4",942,6,4,43,1,113,8.04,12,3,8,47,29,0
"942.7.1",942,7,1,43,1,575,8.15,5,6,4,32,34,1
"942.7.2",942,7,2,43,1,720,8.18,5,2,4,42,22,0
"942.7.3",942,7,3,43,1,148,9.07,2,3,1,34,6,0
"942.7.4",942,7,4,43,1,113,8.04,9,3,8,51,5,0
"942.8.1",942,8,1,43,1,575,8.15,4,6,4,54,6,0
"942.8.2",942,8,2,43,1,720,8.18,8,5,2,34,5,0
"942.8.3",942,8,3,43,1,148,9.07,10,2,5,57,38,0
"942.8.4",942,8,4,43,1,113,8.04,10,3,8,40,28,1
"942.9.1",942,9,1,43,1,575,8.15,6,5,5,37,14,0
"942.9.2",942,9,2,43,1,720,8.18,9,6,8,54,12,1
"942.9.3",942,9,3,43,1,148,9.07,5,6,6,32,18,0
"942.9.4",942,9,4,43,1,113,8.04,0,5,2,33,23,0
"942.10.1",942,10,1,43,1,575,8.15,5,2,4,41,26,1
"942.10.2",942,10,2,43,1,720,8.18,11,1,3,41,11,0
"942.10.3",942,10,3,43,1,148,9.07,5,1,3,40,18,0
"942.10.4",942,10,4,43,1,113,8.04,0,6,9,49,37,0
"942.11.1",942,11,1,43,1,575,8.15,2,3,4,36,13,0
"942.11.2",942,11,2,43,1,720,8.18,3,3,7,42,10,0
"942.11.3",942,11,3,43,1,148,9.07,10,6,3,57,33,1
"942.11.4",942,11,4,43,1,113,8.04,0,1,9,44,25,0
"942.12.1",942,12,1,43,1,575,8.15,11,5,5,37,7,0
"942.12.2",942,12,2,43,1,720,8.18,8,3,1,43,37,1
"942.12.3",942,12,3,43,1,148,9.07,11,0,7,59,5,0
"942.12.4",942,12,4,43,1,113,8.04,2,0,2,30,38,0
"943.1.1",943,1,1,42,0,575,8.15,1,6,7,37,5,0
"943.1.2",943,1,2,42,0,720,8.18,3,2,7,35,31,1
"943.1.3",943,1,3,42,0,148,9.07,14,3,8,57,36,0
"943.1.4",943,1,4,42,0,113,8.04,2,3,3,57,17,0
"943.2.1",943,2,1,42,0,575,8.15,8,0,2,50,30,0
"943.2.2",943,2,2,42,0,720,8.18,4,3,4,42,19,0
"943.2.3",943,2,3,42,0,148,9.07,2,5,3,46,35,1
"943.2.4",943,2,4,42,0,113,8.04,12,1,5,38,17,0
"943.3.1",943,3,1,42,0,575,8.15,10,5,3,54,34,1
"943.3.2",943,3,2,42,0,720,8.18,10,2,7,42,11,0
"943.3.3",943,3,3,42,0,148,9.07,8,4,9,46,6,0
"943.3.4",943,3,4,42,0,113,8.04,3,2,2,42,8,0
"943.4.1",943,4,1,42,0,575,8.15,14,4,2,43,22,0
"943.4.2",943,4,2,42,0,720,8.18,14,3,2,37,24,0
"943.4.3",943,4,3,42,0,148,9.07,10,2,8,43,37,1
"943.4.4",943,4,4,42,0,113,8.04,10,0,8,43,6,0
"943.5.1",943,5,1,42,0,575,8.15,7,6,4,49,8,0
"943.5.2",943,5,2,42,0,720,8.18,9,4,2,56,17,0
"943.5.3",943,5,3,42,0,148,9.07,14,4,5,30,27,0
"943.5.4",943,5,4,42,0,113,8.04,12,2,7,55,16,1
"943.6.1",943,6,1,42,0,575,8.15,3,4,4,34,22,1
"943.6.2",943,6,2,42,0,720,8.18,0,1,8,51,18,0
"943.6.3",943,6,3,42,0,148,9.07,12,1,7,35,15,0
"943.6.4",943,6,4,42,0,113,8.04,12,3,8,47,29,0
"943.7.1",943,7,1,42,0,575,8.15,5,6,4,32,34,1
"943.7.2",943,7,2,42,0,720,8.18,5,2,4,42,22,0
"943.7.3",943,7,3,42,0,148,9.07,2,3,1,34,6,0
"943.7.4",943,7,4,42,0,113,8.04,9,3,8,51,5,0
"943.8.1",943,8,1,42,0,575,8.15,4,6,4,54,6,0
"943.8.2",943,8,2,42,0,720,8.18,8,5,2,34,5,0
"943.8.3",943,8,3,42,0,148,9.07,10,2,5,57,38,0
"943.8.4",943,8,4,42,0,113,8.04,10,3,8,40,28,1
"943.9.1",943,9,1,42,0,575,8.15,6,5,5,37,14,0
"943.9.2",943,9,2,42,0,720,8.18,9,6,8,54,12,1
"943.9.3",943,9,3,42,0,148,9.07,5,6,6,32,18,0
"943.9.4",943,9,4,42,0,113,8.04,0,5,2,33,23,0
"943.10.1",943,10,1,42,0,575,8.15,5,2,4,41,26,1
"943.10.2",943,10,2,42,0,720,8.18,11,1,3,41,11,0
"943.10.3",943,10,3,42,0,148,9.07,5,1,3,40,18,0
"943.10.4",943,10,4,42,0,113,8.04,0,6,9,49,37,0
"943.11.1",943,11,1,42,0,575,8.15,2,3,4,36,13,0
"943.11.2",943,11,2,42,0,720,8.18,3,3,7,42,10,0
"943.11.3",943,11,3,42,0,148,9.07,10,6,3,57,33,1
"943.11.4",943,11,4,42,0,113,8.04,0,1,9,44,25,0
"943.12.1",943,12,1,42,0,575,8.15,11,5,5,37,7,0
"943.12.2",943,12,2,42,0,720,8.18,8,3,1,43,37,1
"943.12.3",943,12,3,42,0,148,9.07,11,0,7,59,5,0
"943.12.4",943,12,4,42,0,113,8.04,2,0,2,30,38,0
"944.1.1",944,1,1,31,1,575,8.15,1,6,7,37,5,0
"944.1.2",944,1,2,31,1,720,8.18,3,2,7,35,31,1
"944.1.3",944,1,3,31,1,148,9.07,14,3,8,57,36,0
"944.1.4",944,1,4,31,1,113,8.04,2,3,3,57,17,0
"944.2.1",944,2,1,31,1,575,8.15,8,0,2,50,30,0
"944.2.2",944,2,2,31,1,720,8.18,4,3,4,42,19,0
"944.2.3",944,2,3,31,1,148,9.07,2,5,3,46,35,1
"944.2.4",944,2,4,31,1,113,8.04,12,1,5,38,17,0
"944.3.1",944,3,1,31,1,575,8.15,10,5,3,54,34,1
"944.3.2",944,3,2,31,1,720,8.18,10,2,7,42,11,0
"944.3.3",944,3,3,31,1,148,9.07,8,4,9,46,6,0
"944.3.4",944,3,4,31,1,113,8.04,3,2,2,42,8,0
"944.4.1",944,4,1,31,1,575,8.15,14,4,2,43,22,0
"944.4.2",944,4,2,31,1,720,8.18,14,3,2,37,24,0
"944.4.3",944,4,3,31,1,148,9.07,10,2,8,43,37,1
"944.4.4",944,4,4,31,1,113,8.04,10,0,8,43,6,0
"944.5.1",944,5,1,31,1,575,8.15,7,6,4,49,8,0
"944.5.2",944,5,2,31,1,720,8.18,9,4,2,56,17,0
"944.5.3",944,5,3,31,1,148,9.07,14,4,5,30,27,0
"944.5.4",944,5,4,31,1,113,8.04,12,2,7,55,16,1
"944.6.1",944,6,1,31,1,575,8.15,3,4,4,34,22,1
"944.6.2",944,6,2,31,1,720,8.18,0,1,8,51,18,0
"944.6.3",944,6,3,31,1,148,9.07,12,1,7,35,15,0
"944.6.4",944,6,4,31,1,113,8.04,12,3,8,47,29,0
"944.7.1",944,7,1,31,1,575,8.15,5,6,4,32,34,1
"944.7.2",944,7,2,31,1,720,8.18,5,2,4,42,22,0
"944.7.3",944,7,3,31,1,148,9.07,2,3,1,34,6,0
"944.7.4",944,7,4,31,1,113,8.04,9,3,8,51,5,0
"944.8.1",944,8,1,31,1,575,8.15,4,6,4,54,6,0
"944.8.2",944,8,2,31,1,720,8.18,8,5,2,34,5,0
"944.8.3",944,8,3,31,1,148,9.07,10,2,5,57,38,0
"944.8.4",944,8,4,31,1,113,8.04,10,3,8,40,28,1
"944.9.1",944,9,1,31,1,575,8.15,6,5,5,37,14,0
"944.9.2",944,9,2,31,1,720,8.18,9,6,8,54,12,1
"944.9.3",944,9,3,31,1,148,9.07,5,6,6,32,18,0
"944.9.4",944,9,4,31,1,113,8.04,0,5,2,33,23,0
"944.10.1",944,10,1,31,1,575,8.15,5,2,4,41,26,1
"944.10.2",944,10,2,31,1,720,8.18,11,1,3,41,11,0
"944.10.3",944,10,3,31,1,148,9.07,5,1,3,40,18,0
"944.10.4",944,10,4,31,1,113,8.04,0,6,9,49,37,0
"944.11.1",944,11,1,31,1,575,8.15,2,3,4,36,13,0
"944.11.2",944,11,2,31,1,720,8.18,3,3,7,42,10,0
"944.11.3",944,11,3,31,1,148,9.07,10,6,3,57,33,1
"944.11.4",944,11,4,31,1,113,8.04,0,1,9,44,25,0
"944.12.1",944,12,1,31,1,575,8.15,11,5,5,37,7,0
"944.12.2",944,12,2,31,1,720,8.18,8,3,1,43,37,1
"944.12.3",944,12,3,31,1,148,9.07,11,0,7,59,5,0
"944.12.4",944,12,4,31,1,113,8.04,2,0,2,30,38,0
"945.1.1",945,1,1,42,0,575,8.15,1,6,7,37,5,0
"945.1.2",945,1,2,42,0,720,8.18,3,2,7,35,31,1
"945.1.3",945,1,3,42,0,148,9.07,14,3,8,57,36,0
"945.1.4",945,1,4,42,0,113,8.04,2,3,3,57,17,0
"945.2.1",945,2,1,42,0,575,8.15,8,0,2,50,30,0
"945.2.2",945,2,2,42,0,720,8.18,4,3,4,42,19,0
"945.2.3",945,2,3,42,0,148,9.07,2,5,3,46,35,1
"945.2.4",945,2,4,42,0,113,8.04,12,1,5,38,17,0
"945.3.1",945,3,1,42,0,575,8.15,10,5,3,54,34,1
"945.3.2",945,3,2,42,0,720,8.18,10,2,7,42,11,0
"945.3.3",945,3,3,42,0,148,9.07,8,4,9,46,6,0
"945.3.4",945,3,4,42,0,113,8.04,3,2,2,42,8,0
"945.4.1",945,4,1,42,0,575,8.15,14,4,2,43,22,0
"945.4.2",945,4,2,42,0,720,8.18,14,3,2,37,24,0
"945.4.3",945,4,3,42,0,148,9.07,10,2,8,43,37,1
"945.4.4",945,4,4,42,0,113,8.04,10,0,8,43,6,0
"945.5.1",945,5,1,42,0,575,8.15,7,6,4,49,8,0
"945.5.2",945,5,2,42,0,720,8.18,9,4,2,56,17,0
"945.5.3",945,5,3,42,0,148,9.07,14,4,5,30,27,0
"945.5.4",945,5,4,42,0,113,8.04,12,2,7,55,16,1
"945.6.1",945,6,1,42,0,575,8.15,3,4,4,34,22,1
"945.6.2",945,6,2,42,0,720,8.18,0,1,8,51,18,0
"945.6.3",945,6,3,42,0,148,9.07,12,1,7,35,15,0
"945.6.4",945,6,4,42,0,113,8.04,12,3,8,47,29,0
"945.7.1",945,7,1,42,0,575,8.15,5,6,4,32,34,1
"945.7.2",945,7,2,42,0,720,8.18,5,2,4,42,22,0
"945.7.3",945,7,3,42,0,148,9.07,2,3,1,34,6,0
"945.7.4",945,7,4,42,0,113,8.04,9,3,8,51,5,0
"945.8.1",945,8,1,42,0,575,8.15,4,6,4,54,6,0
"945.8.2",945,8,2,42,0,720,8.18,8,5,2,34,5,0
"945.8.3",945,8,3,42,0,148,9.07,10,2,5,57,38,0
"945.8.4",945,8,4,42,0,113,8.04,10,3,8,40,28,1
"945.9.1",945,9,1,42,0,575,8.15,6,5,5,37,14,0
"945.9.2",945,9,2,42,0,720,8.18,9,6,8,54,12,1
"945.9.3",945,9,3,42,0,148,9.07,5,6,6,32,18,0
"945.9.4",945,9,4,42,0,113,8.04,0,5,2,33,23,0
"945.10.1",945,10,1,42,0,575,8.15,5,2,4,41,26,1
"945.10.2",945,10,2,42,0,720,8.18,11,1,3,41,11,0
"945.10.3",945,10,3,42,0,148,9.07,5,1,3,40,18,0
"945.10.4",945,10,4,42,0,113,8.04,0,6,9,49,37,0
"945.11.1",945,11,1,42,0,575,8.15,2,3,4,36,13,0
"945.11.2",945,11,2,42,0,720,8.18,3,3,7,42,10,0
"945.11.3",945,11,3,42,0,148,9.07,10,6,3,57,33,1
"945.11.4",945,11,4,42,0,113,8.04,0,1,9,44,25,0
"945.12.1",945,12,1,42,0,575,8.15,11,5,5,37,7,0
"945.12.2",945,12,2,42,0,720,8.18,8,3,1,43,37,1
"945.12.3",945,12,3,42,0,148,9.07,11,0,7,59,5,0
"945.12.4",945,12,4,42,0,113,8.04,2,0,2,30,38,0
"946.1.1",946,1,1,30,1,575,8.15,1,6,7,37,5,0
"946.1.2",946,1,2,30,1,720,8.18,3,2,7,35,31,1
"946.1.3",946,1,3,30,1,148,9.07,14,3,8,57,36,0
"946.1.4",946,1,4,30,1,113,8.04,2,3,3,57,17,0
"946.2.1",946,2,1,30,1,575,8.15,8,0,2,50,30,0
"946.2.2",946,2,2,30,1,720,8.18,4,3,4,42,19,0
"946.2.3",946,2,3,30,1,148,9.07,2,5,3,46,35,1
"946.2.4",946,2,4,30,1,113,8.04,12,1,5,38,17,0
"946.3.1",946,3,1,30,1,575,8.15,10,5,3,54,34,1
"946.3.2",946,3,2,30,1,720,8.18,10,2,7,42,11,0
"946.3.3",946,3,3,30,1,148,9.07,8,4,9,46,6,0
"946.3.4",946,3,4,30,1,113,8.04,3,2,2,42,8,0
"946.4.1",946,4,1,30,1,575,8.15,14,4,2,43,22,0
"946.4.2",946,4,2,30,1,720,8.18,14,3,2,37,24,0
"946.4.3",946,4,3,30,1,148,9.07,10,2,8,43,37,1
"946.4.4",946,4,4,30,1,113,8.04,10,0,8,43,6,0
"946.5.1",946,5,1,30,1,575,8.15,7,6,4,49,8,0
"946.5.2",946,5,2,30,1,720,8.18,9,4,2,56,17,0
"946.5.3",946,5,3,30,1,148,9.07,14,4,5,30,27,0
"946.5.4",946,5,4,30,1,113,8.04,12,2,7,55,16,1
"946.6.1",946,6,1,30,1,575,8.15,3,4,4,34,22,1
"946.6.2",946,6,2,30,1,720,8.18,0,1,8,51,18,0
"946.6.3",946,6,3,30,1,148,9.07,12,1,7,35,15,0
"946.6.4",946,6,4,30,1,113,8.04,12,3,8,47,29,0
"946.7.1",946,7,1,30,1,575,8.15,5,6,4,32,34,1
"946.7.2",946,7,2,30,1,720,8.18,5,2,4,42,22,0
"946.7.3",946,7,3,30,1,148,9.07,2,3,1,34,6,0
"946.7.4",946,7,4,30,1,113,8.04,9,3,8,51,5,0
"946.8.1",946,8,1,30,1,575,8.15,4,6,4,54,6,0
"946.8.2",946,8,2,30,1,720,8.18,8,5,2,34,5,0
"946.8.3",946,8,3,30,1,148,9.07,10,2,5,57,38,0
"946.8.4",946,8,4,30,1,113,8.04,10,3,8,40,28,1
"946.9.1",946,9,1,30,1,575,8.15,6,5,5,37,14,0
"946.9.2",946,9,2,30,1,720,8.18,9,6,8,54,12,1
"946.9.3",946,9,3,30,1,148,9.07,5,6,6,32,18,0
"946.9.4",946,9,4,30,1,113,8.04,0,5,2,33,23,0
"946.10.1",946,10,1,30,1,575,8.15,5,2,4,41,26,1
"946.10.2",946,10,2,30,1,720,8.18,11,1,3,41,11,0
"946.10.3",946,10,3,30,1,148,9.07,5,1,3,40,18,0
"946.10.4",946,10,4,30,1,113,8.04,0,6,9,49,37,0
"946.11.1",946,11,1,30,1,575,8.15,2,3,4,36,13,0
"946.11.2",946,11,2,30,1,720,8.18,3,3,7,42,10,0
"946.11.3",946,11,3,30,1,148,9.07,10,6,3,57,33,1
"946.11.4",946,11,4,30,1,113,8.04,0,1,9,44,25,0
"946.12.1",946,12,1,30,1,575,8.15,11,5,5,37,7,0
"946.12.2",946,12,2,30,1,720,8.18,8,3,1,43,37,1
"946.12.3",946,12,3,30,1,148,9.07,11,0,7,59,5,0
"946.12.4",946,12,4,30,1,113,8.04,2,0,2,30,38,0
"947.1.1",947,1,1,31,1,575,8.15,1,6,7,37,5,0
"947.1.2",947,1,2,31,1,720,8.18,3,2,7,35,31,1
"947.1.3",947,1,3,31,1,148,9.07,14,3,8,57,36,0
"947.1.4",947,1,4,31,1,113,8.04,2,3,3,57,17,0
"947.2.1",947,2,1,31,1,575,8.15,8,0,2,50,30,0
"947.2.2",947,2,2,31,1,720,8.18,4,3,4,42,19,0
"947.2.3",947,2,3,31,1,148,9.07,2,5,3,46,35,1
"947.2.4",947,2,4,31,1,113,8.04,12,1,5,38,17,0
"947.3.1",947,3,1,31,1,575,8.15,10,5,3,54,34,1
"947.3.2",947,3,2,31,1,720,8.18,10,2,7,42,11,0
"947.3.3",947,3,3,31,1,148,9.07,8,4,9,46,6,0
"947.3.4",947,3,4,31,1,113,8.04,3,2,2,42,8,0
"947.4.1",947,4,1,31,1,575,8.15,14,4,2,43,22,0
"947.4.2",947,4,2,31,1,720,8.18,14,3,2,37,24,0
"947.4.3",947,4,3,31,1,148,9.07,10,2,8,43,37,1
"947.4.4",947,4,4,31,1,113,8.04,10,0,8,43,6,0
"947.5.1",947,5,1,31,1,575,8.15,7,6,4,49,8,0
"947.5.2",947,5,2,31,1,720,8.18,9,4,2,56,17,0
"947.5.3",947,5,3,31,1,148,9.07,14,4,5,30,27,0
"947.5.4",947,5,4,31,1,113,8.04,12,2,7,55,16,1
"947.6.1",947,6,1,31,1,575,8.15,3,4,4,34,22,1
"947.6.2",947,6,2,31,1,720,8.18,0,1,8,51,18,0
"947.6.3",947,6,3,31,1,148,9.07,12,1,7,35,15,0
"947.6.4",947,6,4,31,1,113,8.04,12,3,8,47,29,0
"947.7.1",947,7,1,31,1,575,8.15,5,6,4,32,34,1
"947.7.2",947,7,2,31,1,720,8.18,5,2,4,42,22,0
"947.7.3",947,7,3,31,1,148,9.07,2,3,1,34,6,0
"947.7.4",947,7,4,31,1,113,8.04,9,3,8,51,5,0
"947.8.1",947,8,1,31,1,575,8.15,4,6,4,54,6,0
"947.8.2",947,8,2,31,1,720,8.18,8,5,2,34,5,0
"947.8.3",947,8,3,31,1,148,9.07,10,2,5,57,38,0
"947.8.4",947,8,4,31,1,113,8.04,10,3,8,40,28,1
"947.9.1",947,9,1,31,1,575,8.15,6,5,5,37,14,0
"947.9.2",947,9,2,31,1,720,8.18,9,6,8,54,12,1
"947.9.3",947,9,3,31,1,148,9.07,5,6,6,32,18,0
"947.9.4",947,9,4,31,1,113,8.04,0,5,2,33,23,0
"947.10.1",947,10,1,31,1,575,8.15,5,2,4,41,26,1
"947.10.2",947,10,2,31,1,720,8.18,11,1,3,41,11,0
"947.10.3",947,10,3,31,1,148,9.07,5,1,3,40,18,0
"947.10.4",947,10,4,31,1,113,8.04,0,6,9,49,37,0
"947.11.1",947,11,1,31,1,575,8.15,2,3,4,36,13,0
"947.11.2",947,11,2,31,1,720,8.18,3,3,7,42,10,0
"947.11.3",947,11,3,31,1,148,9.07,10,6,3,57,33,1
"947.11.4",947,11,4,31,1,113,8.04,0,1,9,44,25,0
"947.12.1",947,12,1,31,1,575,8.15,11,5,5,37,7,0
"947.12.2",947,12,2,31,1,720,8.18,8,3,1,43,37,1
"947.12.3",947,12,3,31,1,148,9.07,11,0,7,59,5,0
"947.12.4",947,12,4,31,1,113,8.04,2,0,2,30,38,0
"948.1.1",948,1,1,32,0,575,8.15,1,6,7,37,5,0
"948.1.2",948,1,2,32,0,720,8.18,3,2,7,35,31,1
"948.1.3",948,1,3,32,0,148,9.07,14,3,8,57,36,0
"948.1.4",948,1,4,32,0,113,8.04,2,3,3,57,17,0
"948.2.1",948,2,1,32,0,575,8.15,8,0,2,50,30,0
"948.2.2",948,2,2,32,0,720,8.18,4,3,4,42,19,0
"948.2.3",948,2,3,32,0,148,9.07,2,5,3,46,35,1
"948.2.4",948,2,4,32,0,113,8.04,12,1,5,38,17,0
